"ano_ingresso_destino","periodo_ingresso_destino","curso_origem","forma_reingresso"
2011,1,"LETRAS","SELEÇÃO SISU"
2014,1,"LETRAS","NOVA MODALIDADE/HABILITAÇÃO"
2014,1,"LETRAS","SELEÇÃO SISU"
2013,2,"LETRAS","SELEÇÃO SISU"
2013,1,"LETRAS","SELEÇÃO SISU"
2013,2,"LETRAS","SELEÇÃO SISU"
2013,1,"LETRAS","NOVA MODALIDADE/HABILITAÇÃO"
2013,1,"MATEMÁTICA - LICENCIATURA","ADMISSAO DE GRADUADO"
2017,2,"MATEMÁTICA - LICENCIATURA","SELEÇÃO SISU"
2011,2,"MATEMÁTICA - LICENCIATURA","NOVA MODALIDADE/HABILITAÇÃO"
2019,2,"MATEMÁTICA - LICENCIATURA","NOVA MODALIDADE/HABILITAÇÃO"
2014,1,"MATEMÁTICA - LICENCIATURA","SELEÇÃO SISU"
2011,2,"MATEMÁTICA - LICENCIATURA","NOVA MODALIDADE/HABILITAÇÃO"
2011,2,"MATEMÁTICA - LICENCIATURA","NOVA MODALIDADE/HABILITAÇÃO"
2011,2,"MATEMÁTICA - LICENCIATURA","NOVA MODALIDADE/HABILITAÇÃO"
2013,1,"MATEMÁTICA - LICENCIATURA","ADMISSAO DE GRADUADO"
2012,1,"MATEMÁTICA - LICENCIATURA","VESTIBULAR"
2013,1,"MATEMÁTICA - LICENCIATURA","SELEÇÃO SISU"
2011,2,"MATEMÁTICA - LICENCIATURA","NOVA MODALIDADE/HABILITAÇÃO"
2008,2,"MATEMÁTICA - LICENCIATURA","TRANSF POR LEI"
2009,1,"MATEMÁTICA - LICENCIATURA","MUDANÇA DE MODALIDADE"
2010,1,"MATEMÁTICA - LICENCIATURA","VESTIBULAR"
2019,1,"MEDICINA","SELEÇÃO SISU"
2009,2,"MEDICINA - SOBRAL","VESTIBULAR"
2010,1,"MEDICINA - SOBRAL","VESTIBULAR"
2011,2,"MÚSICA","SELEÇÃO SISU"
2016,1,"MÚSICA","SELEÇÃO SISU"
2019,1,"MÚSICA","SELEÇÃO SISU"
2015,1,"MÚSICA","SELEÇÃO SISU"
2011,1,"MÚSICA","SELEÇÃO SISU"
2011,2,"EDUCACAO FÍSICA - LICENCIATURA (DIURNO)","NOVA MODALIDADE/HABILITAÇÃO"
2011,2,"EDUCACAO FÍSICA - LICENCIATURA (DIURNO)","NOVA MODALIDADE/HABILITAÇÃO"
2013,2,"EDUCACAO FÍSICA - LICENCIATURA (DIURNO)","NOVA MODALIDADE/HABILITAÇÃO"
2013,1,"EDUCACAO FÍSICA - LICENCIATURA (DIURNO)","NOVA MODALIDADE/HABILITAÇÃO"
2016,2,"EDUCACAO FÍSICA - LICENCIATURA (DIURNO)","SELEÇÃO SISU"
2016,1,"EDUCACAO FÍSICA - LICENCIATURA (DIURNO)","NOVA MODALIDADE/HABILITAÇÃO"
2013,1,"EDUCACAO FÍSICA - LICENCIATURA (DIURNO)","NOVA MODALIDADE/HABILITAÇÃO"
2016,1,"EDUCACAO FÍSICA - LICENCIATURA (DIURNO)","NOVA MODALIDADE/HABILITAÇÃO"
2012,1,"EDUCACAO FÍSICA - LICENCIATURA (DIURNO)","NOVA MODALIDADE/HABILITAÇÃO"
2013,1,"EDUCACAO FÍSICA - LICENCIATURA (DIURNO)","NOVA MODALIDADE/HABILITAÇÃO"
2013,2,"EDUCACAO FÍSICA - LICENCIATURA (DIURNO)","NOVA MODALIDADE/HABILITAÇÃO"
2011,2,"EDUCACAO FÍSICA - LICENCIATURA (DIURNO)","SELEÇÃO SISU"
2012,1,"EDUCACAO FÍSICA - LICENCIATURA (DIURNO)","NOVA MODALIDADE/HABILITAÇÃO"
2014,2,"EDUCACAO FÍSICA - LICENCIATURA (DIURNO)","NOVA MODALIDADE/HABILITAÇÃO"
2010,1,"EDUCACAO FÍSICA - LICENCIATURA (DIURNO)","MUDANCA DE CURSO"
2010,1,"EDUCACAO FÍSICA - LICENCIATURA (DIURNO)","MUDANCA DE CURSO"
2010,1,"EDUCACAO FÍSICA - BACHARELADO (DIURNO)","NOVA MODALIDADE/HABILITAÇÃO"
2012,1,"EDUCACAO FÍSICA - BACHARELADO (DIURNO)","NOVA MODALIDADE/HABILITAÇÃO"
2016,1,"EDUCACAO FÍSICA - BACHARELADO (DIURNO)","NOVA MODALIDADE/HABILITAÇÃO"
2015,1,"EDUCACAO FÍSICA - BACHARELADO (DIURNO)","SELEÇÃO SISU"
2013,2,"EDUCACAO FÍSICA - BACHARELADO (DIURNO)","NOVA MODALIDADE/HABILITAÇÃO"
2011,2,"EDUCACAO FÍSICA - BACHARELADO (DIURNO)","NOVA MODALIDADE/HABILITAÇÃO"
2014,1,"FÍSICA - BACHARELADO","MUDANCA DE CURSO"
2010,1,"FÍSICA - BACHARELADO","MUDANCA DE CURSO"
2010,1,"FÍSICA - BACHARELADO","VESTIBULAR"
2011,1,"FÍSICA - BACHARELADO","MUDANCA DE CURSO"
2014,1,"FÍSICA - BACHARELADO","SELEÇÃO SISU"
2013,1,"FÍSICA - BACHARELADO","SELEÇÃO SISU"
2010,1,"FÍSICA - BACHARELADO","VESTIBULAR"
2010,1,"FÍSICA - BACHARELADO","VESTIBULAR"
2009,1,"FÍSICA - BACHARELADO","VESTIBULAR"
2014,1,"FÍSICA - BACHARELADO","SELEÇÃO SISU"
2010,1,"FÍSICA - BACHARELADO","VESTIBULAR"
2012,1,"FÍSICA - BACHARELADO","SELEÇÃO SISU"
2010,1,"FÍSICA - BACHARELADO","MUDANCA DE CURSO"
2010,1,"FÍSICA - BACHARELADO","VESTIBULAR"
2009,1,"FÍSICA - BACHARELADO","VESTIBULAR"
2010,1,"FÍSICA - BACHARELADO","MUDANCA DE CURSO"
2011,1,"FÍSICA - BACHARELADO","SELEÇÃO SISU"
2010,1,"FÍSICA - BACHARELADO","MUDANCA DE CURSO"
2011,1,"MATEMÁTICA - BACHARELADO","VESTIBULAR"
2012,2,"MATEMÁTICA - BACHARELADO","SELEÇÃO SISU"
2011,1,"MATEMÁTICA - BACHARELADO","MUDANCA DE CURSO"
2011,1,"MATEMÁTICA - BACHARELADO","MUDANCA DE CURSO"
2009,1,"MATEMÁTICA - BACHARELADO","MUDANÇA DE MODALIDADE"
2011,1,"MATEMÁTICA - BACHARELADO","SELEÇÃO SISU"
2009,1,"MATEMÁTICA - BACHARELADO","VESTIBULAR"
2011,1,"MATEMÁTICA - BACHARELADO","SELEÇÃO SISU"
2011,1,"MATEMÁTICA - BACHARELADO","MUDANCA DE CURSO"
2010,2,"MATEMÁTICA - BACHARELADO","VESTIBULAR"
2011,1,"MATEMÁTICA - BACHARELADO","MUDANCA DE CURSO"
2019,1,"MATEMÁTICA - BACHARELADO","SELEÇÃO SISU"
2013,1,"MATEMÁTICA - BACHARELADO","SELEÇÃO SISU"
2010,1,"MATEMÁTICA - BACHARELADO","VESTIBULAR"
2011,1,"MATEMÁTICA - BACHARELADO","MUDANCA DE CURSO"
2009,1,"MATEMÁTICA - BACHARELADO","MUDANÇA DE MODALIDADE"
2010,1,"MATEMÁTICA - BACHARELADO","VESTIBULAR"
2015,1,"MATEMÁTICA - BACHARELADO","SELEÇÃO SISU"
2016,1,"QUÍMICA - BACHARELADO","SELEÇÃO SISU"
2015,1,"QUÍMICA - BACHARELADO","SELEÇÃO SISU"
2010,1,"QUÍMICA - BACHARELADO","MUDANCA DE CURSO"
2013,1,"QUÍMICA - BACHARELADO","MUDANCA DE CURSO"
2009,1,"QUÍMICA - BACHARELADO","VESTIBULAR"
2017,1,"QUÍMICA - BACHARELADO","NOVA MODALIDADE/HABILITAÇÃO"
2012,1,"QUÍMICA - BACHARELADO","SELEÇÃO SISU"
2010,1,"QUÍMICA - BACHARELADO","VESTIBULAR"
2010,1,"QUÍMICA - BACHARELADO","VESTIBULAR"
2017,1,"QUÍMICA - BACHARELADO","SELEÇÃO SISU"
2012,1,"QUÍMICA - BACHARELADO","VESTIBULAR"
2012,2,"QUÍMICA - BACHARELADO","NOVA MODALIDADE/HABILITAÇÃO"
2009,2,"QUÍMICA - BACHARELADO","VESTIBULAR"
2011,2,"QUÍMICA - BACHARELADO","NOVA MODALIDADE/HABILITAÇÃO"
2016,1,"QUÍMICA - BACHARELADO","SELEÇÃO SISU"
2016,1,"QUÍMICA - BACHARELADO","SELEÇÃO SISU"
2011,1,"ODONTOLOGIA","SELEÇÃO SISU"
2013,2,"ODONTOLOGIA","SELEÇÃO SISU"
2009,2,"ODONTOLOGIA","VESTIBULAR"
2012,1,"PEDAGOGIA (DIURNO)","TRANSF REGULAR"
2012,1,"PEDAGOGIA (DIURNO)","VESTIBULAR"
2011,1,"PEDAGOGIA (NOTURNO)","NOVA MODALIDADE/HABILITAÇÃO"
2016,1,"PSICOLOGIA","SELEÇÃO SISU"
2010,1,"PSICOLOGIA","VESTIBULAR"
2012,1,"FILOSOFIA","NOVA MODALIDADE/HABILITAÇÃO"
2019,1,"FILOSOFIA","SELEÇÃO SISU"
2014,2,"FILOSOFIA","NOVA MODALIDADE/HABILITAÇÃO"
2014,1,"FILOSOFIA","NOVA MODALIDADE/HABILITAÇÃO"
2017,2,"FILOSOFIA","SELEÇÃO SISU"
2016,1,"FILOSOFIA","SELEÇÃO SISU"
2014,1,"FILOSOFIA","NOVA MODALIDADE/HABILITAÇÃO"
2013,1,"FILOSOFIA","NOVA MODALIDADE/HABILITAÇÃO"
2012,2,"FILOSOFIA","SELEÇÃO SISU"
2015,1,"FILOSOFIA","NOVA MODALIDADE/HABILITAÇÃO"
2012,2,"FILOSOFIA","NOVA MODALIDADE/HABILITAÇÃO"
2011,2,"FILOSOFIA","SELEÇÃO SISU"
2011,1,"FILOSOFIA","MUDANCA DE CURSO"
2013,1,"FILOSOFIA","NOVA MODALIDADE/HABILITAÇÃO"
2012,1,"FILOSOFIA","NOVA MODALIDADE/HABILITAÇÃO"
2014,1,"FILOSOFIA","SELEÇÃO SISU"
2014,1,"FILOSOFIA","ADMISSAO DE GRADUADO"
2012,1,"FILOSOFIA","NOVA MODALIDADE/HABILITAÇÃO"
2012,1,"FILOSOFIA","VESTIBULAR"
2013,1,"FILOSOFIA","ADMISSAO DE GRADUADO"
2012,1,"FILOSOFIA","NOVA MODALIDADE/HABILITAÇÃO"
2012,1,"FILOSOFIA","NOVA MODALIDADE/HABILITAÇÃO"
2010,1,"FILOSOFIA","VESTIBULAR"
2012,1,"FILOSOFIA","NOVA MODALIDADE/HABILITAÇÃO"
2011,1,"FILOSOFIA","SELEÇÃO SISU"
2012,2,"FILOSOFIA","NOVA MODALIDADE/HABILITAÇÃO"
2014,1,"FILOSOFIA","MUDANCA DE CURSO"
2012,1,"FILOSOFIA","NOVA MODALIDADE/HABILITAÇÃO"
2012,1,"FILOSOFIA","NOVA MODALIDADE/HABILITAÇÃO"
2016,1,"FILOSOFIA","NOVA MODALIDADE/HABILITAÇÃO"
2013,1,"FILOSOFIA","ADMISSAO DE GRADUADO"
2012,1,"QUÍMICA - LICENCIATURA","NOVA MODALIDADE/HABILITAÇÃO"
2012,2,"QUÍMICA - LICENCIATURA","NOVA MODALIDADE/HABILITAÇÃO"
2012,2,"QUÍMICA - LICENCIATURA","MUDANCA DE CURSO"
2009,1,"QUÍMICA - LICENCIATURA","MUDANÇA DE MODALIDADE"
2013,1,"QUÍMICA - LICENCIATURA","MUDANCA DE CURSO"
2011,1,"QUÍMICA - LICENCIATURA","MUDANCA DE CURSO"
2011,2,"QUÍMICA - LICENCIATURA","NOVA MODALIDADE/HABILITAÇÃO"
2016,1,"QUÍMICA - LICENCIATURA","SELEÇÃO SISU"
2011,1,"QUÍMICA - LICENCIATURA","MUDANCA DE CURSO"
2017,1,"QUÍMICA - LICENCIATURA","SELEÇÃO SISU"
2013,2,"QUÍMICA - LICENCIATURA","MUDANCA DE CURSO"
2012,2,"QUÍMICA - LICENCIATURA","NOVA MODALIDADE/HABILITAÇÃO"
2012,1,"QUÍMICA - LICENCIATURA","VESTIBULAR"
2011,2,"QUÍMICA - LICENCIATURA","NOVA MODALIDADE/HABILITAÇÃO"
2016,1,"QUÍMICA - LICENCIATURA","SELEÇÃO SISU"
2012,1,"QUÍMICA - LICENCIATURA","NOVA MODALIDADE/HABILITAÇÃO"
2014,2,"QUÍMICA - LICENCIATURA","NOVA MODALIDADE/HABILITAÇÃO"
2012,1,"QUÍMICA - LICENCIATURA","NOVA MODALIDADE/HABILITAÇÃO"
2012,2,"QUÍMICA - LICENCIATURA","NOVA MODALIDADE/HABILITAÇÃO"
2016,2,"QUÍMICA - LICENCIATURA","NOVA MODALIDADE/HABILITAÇÃO"
2012,2,"QUÍMICA - LICENCIATURA","NOVA MODALIDADE/HABILITAÇÃO"
2016,2,"QUÍMICA - LICENCIATURA","NOVA MODALIDADE/HABILITAÇÃO"
2008,2,"ENGENHARIA DE PESCA","VESTIBULAR"
2011,1,"ENGENHARIA DE PESCA","MUDANCA DE CURSO"
2009,2,"ENGENHARIA DE PESCA","VESTIBULAR"
2010,1,"ENGENHARIA DE PESCA","VESTIBULAR"
2011,1,"ENGENHARIA DE PESCA","MUDANCA DE CURSO"
2009,1,"ENGENHARIA DE PESCA","MUDANCA DE CURSO"
2017,1,"ENGENHARIA DE PESCA","SELEÇÃO SISU"
2011,1,"ENGENHARIA DE PESCA","MUDANCA DE CURSO"
2010,1,"ENGENHARIA DE PESCA","MUDANCA DE CURSO"
2015,1,"ENGENHARIA DE PESCA","SELEÇÃO SISU"
2014,1,"ENGENHARIA DE PESCA","SELEÇÃO SISU"
2018,1,"ENGENHARIA DE ALIMENTOS","SELEÇÃO SISU"
2010,1,"ENGENHARIA DE ALIMENTOS","VESTIBULAR"
2013,1,"ENGENHARIA DE ALIMENTOS","SELEÇÃO SISU"
2016,2,"ENGENHARIA DE ALIMENTOS","VESTIBULAR"
2009,2,"ENGENHARIA DE ALIMENTOS","VESTIBULAR"
2010,1,"ENGENHARIA DE ALIMENTOS","VESTIBULAR"
2016,1,"ENGENHARIA DE ALIMENTOS","SELEÇÃO SISU"
2012,1,"ENGENHARIA DE ALIMENTOS","MUDANCA DE CURSO"
2010,1,"ENGENHARIA DE ALIMENTOS","MUDANCA DE CURSO"
2014,1,"ZOOTECNIA","VESTIBULAR"
2016,1,"ZOOTECNIA","SELEÇÃO SISU"
2009,1,"ZOOTECNIA","VESTIBULAR"
2016,1,"ZOOTECNIA","SELEÇÃO SISU"
2012,2,"ZOOTECNIA","MUDANCA DE CURSO"
2017,1,"ZOOTECNIA","SELEÇÃO SISU"
2016,1,"COMPUTAÇÃO","SELEÇÃO SISU"
2010,1,"COMPUTAÇÃO","VESTIBULAR"
2012,2,"COMPUTAÇÃO","SELEÇÃO SISU"
2017,1,"COMPUTAÇÃO","ADMISSAO DE GRADUADO"
2010,1,"COMPUTAÇÃO","VESTIBULAR"
2010,1,"COMPUTAÇÃO","VESTIBULAR"
2014,1,"COMPUTAÇÃO","SELEÇÃO SISU"
2014,1,"COMPUTAÇÃO","SELEÇÃO SISU"
2010,1,"COMPUTAÇÃO","VESTIBULAR"
2012,1,"COMPUTAÇÃO","SELEÇÃO SISU"
2009,1,"COMPUTAÇÃO","VESTIBULAR"
2012,1,"COMPUTAÇÃO","SELEÇÃO SISU"
2010,1,"COMPUTAÇÃO","VESTIBULAR"
2009,2,"COMPUTAÇÃO","VESTIBULAR"
2009,1,"ENGENHARIA DE COMPUTAÇÃO","VESTIBULAR"
2009,2,"LETRAS","VESTIBULAR"
2011,1,"LETRAS","SELEÇÃO SISU"
2015,1,"CIÊNCIAS CONTÁBEIS (DIURNO)","ADMISSAO DE GRADUADO"
2016,2,"CIÊNCIAS CONTÁBEIS (DIURNO)","SELEÇÃO SISU"
2011,1,"CIÊNCIAS CONTÁBEIS (NOTURNO)","SELEÇÃO SISU"
2012,1,"CIÊNCIAS CONTÁBEIS (NOTURNO)","SELEÇÃO SISU"
2012,1,"CIÊNCIAS CONTÁBEIS (NOTURNO)","SELEÇÃO SISU"
2011,1,"CIÊNCIAS CONTÁBEIS (NOTURNO)","SELEÇÃO SISU"
2015,2,"SECRETARIADO EXECUTIVO","SELEÇÃO SISU"
2017,2,"SECRETARIADO EXECUTIVO","SELEÇÃO SISU"
2013,1,"SECRETARIADO EXECUTIVO","ADMISSAO DE GRADUADO"
2019,2,"ADMINISTRAÇÃO (DIURNO)","SELEÇÃO SISU"
2010,1,"ADMINISTRAÇÃO (DIURNO)","MUDANCA DE CURSO"
2013,2,"ADMINISTRAÇÃO (DIURNO)","SELEÇÃO SISU"
2018,2,"ADMINISTRAÇÃO (DIURNO)","SELEÇÃO SISU"
2009,1,"ADMINISTRAÇÃO (DIURNO)","VESTIBULAR"
2011,2,"ADMINISTRAÇÃO (DIURNO)","SELEÇÃO SISU"
2014,2,"ADMINISTRAÇÃO (DIURNO)","SELEÇÃO SISU"
2010,2,"ADMINISTRAÇÃO (DIURNO)","VESTIBULAR"
2010,1,"ADMINISTRAÇÃO (DIURNO)","VESTIBULAR"
2009,1,"ADMINISTRAÇÃO (DIURNO)","MUDANCA DE CURSO"
2013,1,"ADMINISTRAÇÃO (DIURNO)","SELEÇÃO SISU"
2018,1,"ADMINISTRAÇÃO (NOTURNO)","SELEÇÃO SISU"
2016,1,"ADMINISTRAÇÃO (NOTURNO)","SELEÇÃO SISU"
2017,1,"ADMINISTRAÇÃO (NOTURNO)","ADMISSAO DE GRADUADO"
2017,1,"ADMINISTRAÇÃO (NOTURNO)","ADMISSAO DE GRADUADO"
2014,2,"ADMINISTRAÇÃO (NOTURNO)","SELEÇÃO SISU"
2014,1,"CIÊNCIAS ATUARIAIS","SELEÇÃO SISU"
2016,2,"CIÊNCIAS ATUARIAIS","SELEÇÃO SISU"
2013,1,"CIÊNCIAS ATUARIAIS","SELEÇÃO SISU"
2010,1,"CIÊNCIAS ECONÔMICAS (DIURNO)","MUDANCA DE CURSO"
2010,1,"CIÊNCIAS ECONÔMICAS (DIURNO)","VESTIBULAR"
2011,1,"CIÊNCIAS ECONÔMICAS (DIURNO)","MUDANCA DE CURSO"
2012,1,"CIÊNCIAS ECONÔMICAS (DIURNO)","SELEÇÃO SISU"
2014,2,"CIÊNCIAS ECONÔMICAS (DIURNO)","SELEÇÃO SISU"
2011,1,"CIÊNCIAS ECONÔMICAS (NOTURNO)","VESTIBULAR"
2015,1,"CIÊNCIAS ECONÔMICAS (NOTURNO)","SELEÇÃO SISU"
2014,1,"CIÊNCIAS ECONÔMICAS (NOTURNO)","SELEÇÃO SISU"
2014,1,"CIÊNCIAS ECONÔMICAS (NOTURNO)","SELEÇÃO SISU"
2013,1,"CIÊNCIAS ECONÔMICAS (NOTURNO)","SELEÇÃO SISU"
2014,2,"CIÊNCIAS ECONÔMICAS (NOTURNO)","SELEÇÃO SISU"
2016,1,"CIÊNCIAS ECONÔMICAS (NOTURNO)","SELEÇÃO SISU"
2014,1,"CIÊNCIAS ECONÔMICAS (NOTURNO)","SELEÇÃO SISU"
2012,2,"PEDAGOGIA (DIURNO)","MUDANCA DE CURSO"
2012,1,"PEDAGOGIA (DIURNO)","VESTIBULAR"
2014,1,"PEDAGOGIA (DIURNO)","ADMISSAO DE GRADUADO"
2017,2,"PEDAGOGIA (DIURNO)","SELEÇÃO SISU"
2009,1,"PEDAGOGIA (DIURNO)","MUDANCA DE CURSO"
2010,1,"DIREITO (DIURNO)","MUDANCA DE CURSO"
2010,1,"DIREITO (DIURNO)","VESTIBULAR"
2018,2,"DIREITO (DIURNO)","SELEÇÃO SISU"
2015,2,"DIREITO (DIURNO)","SELEÇÃO SISU"
2011,1,"DIREITO (DIURNO)","SELEÇÃO SISU"
2013,1,"DIREITO (NOTURNO)","SELEÇÃO SISU"
2009,1,"DIREITO (NOTURNO)","MUDANCA DE TURNO"
2011,2,"AGRONOMIA","SELEÇÃO SISU"
2013,1,"AGRONOMIA","SELEÇÃO SISU"
2018,1,"AGRONOMIA","SELEÇÃO SISU"
2018,1,"AGRONOMIA","SELEÇÃO SISU"
2017,1,"AGRONOMIA","VESTIBULAR"
2009,2,"AGRONOMIA","VESTIBULAR"
2016,2,"AGRONOMIA","SELEÇÃO SISU"
2014,2,"AGRONOMIA","SELEÇÃO SISU"
2017,2,"AGRONOMIA","SELEÇÃO SISU"
2018,1,"AGRONOMIA","SELEÇÃO SISU"
2011,1,"AGRONOMIA","SELEÇÃO SISU"
2013,1,"AGRONOMIA","SELEÇÃO SISU"
2017,1,"AGRONOMIA","VESTIBULAR"
2010,1,"AGRONOMIA","MUDANCA DE CURSO"
2014,1,"PEDAGOGIA (NOTURNO)","SELEÇÃO SISU"
2013,1,"ENGENHARIA DE TELEINFORMÁTICA (DIURNO)","SELEÇÃO SISU"
2012,1,"ENGENHARIA DE TELEINFORMÁTICA (DIURNO)","SELEÇÃO SISU"
2010,1,"ENGENHARIA DE TELEINFORMÁTICA (DIURNO)","MUDANCA DE CURSO"
2015,1,"ENGENHARIA DE TELEINFORMÁTICA (DIURNO)","MUDANCA DE CURSO"
2018,1,"ENGENHARIA DE TELEINFORMÁTICA (DIURNO)","SELEÇÃO SISU"
2010,1,"ENGENHARIA DE TELEINFORMÁTICA (DIURNO)","VESTIBULAR"
2010,1,"ENGENHARIA DE TELEINFORMÁTICA (DIURNO)","VESTIBULAR"
2010,1,"ENGENHARIA DE TELEINFORMÁTICA (DIURNO)","VESTIBULAR"
2011,1,"ENGENHARIA DE TELEINFORMÁTICA (DIURNO)","SELEÇÃO SISU"
2010,1,"ENGENHARIA DE TELEINFORMÁTICA (DIURNO)","MUDANCA DE CURSO"
2011,1,"ENGENHARIA DE TELEINFORMÁTICA (DIURNO)","SELEÇÃO SISU"
2015,1,"ENGENHARIA DE TELEINFORMÁTICA (DIURNO)","MUDANCA DE CURSO"
2010,1,"ENGENHARIA DE TELEINFORMÁTICA (DIURNO)","VESTIBULAR"
2013,1,"ENGENHARIA DE TELEINFORMÁTICA (DIURNO)","SELEÇÃO SISU"
2011,1,"ENGENHARIA DE TELEINFORMÁTICA (DIURNO)","SELEÇÃO SISU"
2014,2,"ENGENHARIA DE TELEINFORMÁTICA (DIURNO)","SELEÇÃO SISU"
2013,1,"ESTATÍSTICA","MUDANCA DE CURSO"
2013,2,"ESTATÍSTICA","SELEÇÃO SISU"
2012,1,"ESTATÍSTICA","MUDANCA DE CURSO"
2011,1,"ESTATÍSTICA","MUDANCA DE CURSO"
2015,1,"ESTATÍSTICA","SELEÇÃO SISU"
2010,1,"ESTATÍSTICA","VESTIBULAR"
2015,2,"ESTILISMO E MODA","SELEÇÃO SISU"
2014,2,"DESIGN - MODA","SELEÇÃO SISU"
2008,2,"PSICOLOGIA","VESTIBULAR"
2010,1,"ENGENHARIA DE PESCA","MUDANCA DE CURSO"
2012,1,"HISTÓRIA","NOVA MODALIDADE/HABILITAÇÃO"
2017,2,"ADMINISTRAÇÃO (DIURNO)","SELEÇÃO SISU"
2017,1,"LETRAS","VESTIBULAR"
2009,1,"ENGENHARIA DE COMPUTAÇÃO","MUDANCA DE CURSO"
2011,2,"CIÊNCIAS BIOLÓGICAS","NOVA MODALIDADE/HABILITAÇÃO"
2013,2,"LETRAS","SELEÇÃO SISU"
2014,1,"GEOGRAFIA","SELEÇÃO SISU"
2011,1,"FARMÁCIA","SELEÇÃO SISU"
2012,1,"SECRETARIADO EXECUTIVO","SELEÇÃO SISU"
2012,1,"HISTÓRIA","NOVA MODALIDADE/HABILITAÇÃO"
2011,1,"ADMINISTRAÇÃO (DIURNO)","VESTIBULAR"
2012,2,"QUÍMICA - BACHARELADO","SELEÇÃO SISU"
2011,2,"HISTÓRIA","NOVA MODALIDADE/HABILITAÇÃO"
2014,2,"FARMÁCIA","ORDEM JUDICIAL"
2011,1,"HISTÓRIA","SELEÇÃO SISU"
2008,2,"PEDAGOGIA (NOTURNO)","VESTIBULAR"
2016,1,"ADMINISTRAÇÃO (NOTURNO)","SELEÇÃO SISU"
2011,1,"FARMÁCIA","VESTIBULAR"
2010,1,"FARMÁCIA","VESTIBULAR"
2012,1,"HISTÓRIA","NOVA MODALIDADE/HABILITAÇÃO"
2011,2,"HISTÓRIA","SELEÇÃO SISU"
2009,1,"BIBLIOTECONOMIA","MUDANCA DE CURSO"
2017,1,"DIREITO (NOTURNO)","SELEÇÃO SISU"
2011,1,"ADMINISTRAÇÃO (NOTURNO)","SELEÇÃO SISU"
2014,2,"GEOGRAFIA","SELEÇÃO SISU"
2017,1,"PSICOLOGIA/CCGPSIC - SOBRAL","VESTIBULAR"
2017,2,"CIÊNCIAS ECONÔMICAS (NOTURNO)","SELEÇÃO SISU"
2019,1,"CIÊNCIAS CONTÁBEIS (DIURNO)","ADMISSAO DE GRADUADO"
2012,1,"GEOGRAFIA","SELEÇÃO SISU"
2012,1,"CIÊNCIAS BIOLÓGICAS","NOVA MODALIDADE/HABILITAÇÃO"
2011,2,"CIÊNCIAS CONTÁBEIS (DIURNO)","SELEÇÃO SISU"
2010,1,"CIÊNCIAS ECONÔMICAS (DIURNO)","VESTIBULAR"
2019,1,"CIÊNCIAS ECONÔMICAS (DIURNO)","TRANSF REGULAR"
2013,2,"ENGENHARIA DE COMPUTAÇÃO","SELEÇÃO SISU"
2011,1,"CIÊNCIAS CONTÁBEIS (DIURNO)","SELEÇÃO SISU"
2012,1,"ENGENHARIA ELÉTRICA","SELEÇÃO SISU"
2009,2,"ENGENHARIA ELÉTRICA","VESTIBULAR"
2011,1,"CIÊNCIAS CONTÁBEIS (DIURNO)","MUDANCA DE CURSO"
2013,1,"CIÊNCIAS ECONÔMICAS (DIURNO)","SELEÇÃO SISU"
2010,1,"CIÊNCIAS CONTÁBEIS (DIURNO)","MUDANCA DE CURSO"
2011,1,"CIÊNCIAS CONTÁBEIS (DIURNO)","MUDANCA DE CURSO"
2010,1,"CIÊNCIAS CONTÁBEIS (DIURNO)","MUDANCA DE CURSO"
2008,1,"GEOLOGIA","VESTIBULAR"
2012,1,"GEOGRAFIA","NOVA MODALIDADE/HABILITAÇÃO"
2011,1,"GEOLOGIA","SELEÇÃO SISU"
2013,1,"GEOLOGIA","SELEÇÃO SISU"
2009,2,"CIÊNCIAS ECONÔMICAS (DIURNO)","VESTIBULAR"
2013,1,"LETRAS","NOVA MODALIDADE/HABILITAÇÃO"
2009,1,"PEDAGOGIA (NOTURNO)","MUDANCA DE TURNO"
2009,1,"PEDAGOGIA (NOTURNO)","VESTIBULAR"
2012,1,"LETRAS","VESTIBULAR"
2012,1,"ADMINISTRAÇÃO (DIURNO)","VESTIBULAR"
2010,1,"ADMINISTRAÇÃO (DIURNO)","VESTIBULAR"
2013,1,"CIÊNCIAS ECONÔMICAS (DIURNO)","SELEÇÃO SISU"
2014,1,"CIÊNCIAS ECONÔMICAS (DIURNO)","SELEÇÃO SISU"
2010,1,"CIÊNCIAS ECONÔMICAS (DIURNO)","VESTIBULAR"
2014,1,"PEDAGOGIA (NOTURNO)","VESTIBULAR"
2009,1,"CIÊNCIAS ECONÔMICAS (DIURNO)","MUDANCA DE CURSO"
2014,2,"CIÊNCIAS ECONÔMICAS (DIURNO)","SELEÇÃO SISU"
2014,1,"LETRAS","SELEÇÃO SISU"
2015,1,"PEDAGOGIA (NOTURNO)","SELEÇÃO SISU"
2014,1,"LETRAS","NOVA MODALIDADE/HABILITAÇÃO"
2009,1,"PEDAGOGIA (NOTURNO)","MUDANCA DE CURSO"
2013,1,"LETRAS","NOVA MODALIDADE/HABILITAÇÃO"
2010,1,"CIÊNCIAS ECONÔMICAS (DIURNO)","MUDANCA DE CURSO"
2011,1,"ENGENHARIA ELÉTRICA","SELEÇÃO SISU"
2011,1,"ENGENHARIA DE PESCA","MUDANCA DE CURSO"
2015,1,"GEOGRAFIA","SELEÇÃO SISU"
